component *(LHCb1/2/3),TraesCS5A02G322500
component *(LHCb1/2/3),TraesCS5A02G350600
component *(LHCb1/2/3),TraesCS5A02G454200
component *(LHCb1/2/3),TraesCS5A02G454300
component *(LHCb1/2/3),TraesCS5B02G322900
component *(LHCb1/2/3),TraesCS5B02G353200
component *(LHCb1/2/3),TraesCS5B02G462800
component *(LHCb1/2/3),TraesCS5B02G462900
component *(LHCb1/2/3),TraesCS5B02G463000
component *(LHCb1/2/3),TraesCS5B02G463100
component *(LHCb1/2/3),TraesCS5D02G329200
component *(LHCb1/2/3),TraesCS5D02G357600
component *(LHCb1/2/3),TraesCS5D02G464700
component *(LHCb1/2/3),TraesCS5D02G464800
component *(LHCb1/2/3),TraesCS5D02G464900
component *(LHCb1/2/3),TraesCS6A02G093700
component *(LHCb1/2/3),TraesCS6A02G094100
component *(LHCb1/2/3),TraesCS6A02G094200
component *(LHCb1/2/3),TraesCS6A02G094300
component *(LHCb1/2/3),TraesCS6A02G094400
component *(LHCb1/2/3),TraesCS6A02G094500
component *(LHCb1/2/3),TraesCS6A02G094600
component *(LHCb1/2/3),TraesCS6B02G122500
component *(LHCb1/2/3),TraesCS6B02G122600
component *(LHCb1/2/3),TraesCS6B02G122800
component *(LHCb1/2/3),TraesCS6D02G088600
component *(LHCb1/2/3),TraesCS6D02G088800
component *(LHCb1/2/3),TraesCS7A02G237100
component *(LHCb1/2/3),TraesCS7A02G238400
component *(LHCb1/2/3),TraesCS7A02G276400
component *(LHCb1/2/3),TraesCS7B02G103300
component *(LHCb1/2/3),TraesCS7B02G103400
component *(LHCb1/2/3),TraesCS7D02G199400
component *(LHCb1/2/3),TraesCS7D02G199500
component *(LHCb1/2/3),TraesCS7D02G276300
component *(LHCq),TraesCS5A02G177700
component *(LHCq),TraesCS5B02G175000
component *(LHCq),TraesCS5D02G182000
reaction center complex,TraesCS5D02G008300
reaction center complex,TraesCS6D02G079500
reaction center complex,TraesCS5A02G523400
reaction center complex,TraesCS5D02G220600
reaction center complex,TraesCS5D02G564200
reaction center complex,TraesCS6A02G020700
reaction center complex,TraesCS6A02G020800
reaction center complex,TraesCS6B02G232900
reaction center complex,TraesCS6B02G233100
reaction center complex,TraesCS6D02G325800
reaction center complex,TraesCS6D02G374500
reaction center complex,TraesCS7A02G098400
reaction center complex,TraesCS7A02G099600
reaction center complex,TraesCS7A02G388000
reaction center complex,TraesCS7B02G120000
reaction center complex,TraesCS7B02G456700
reaction center complex,TraesCS7B02G458600
reaction center complex,TraesCS7B02G487200
reaction center complex,TraesCS7D02G286100
reaction center complex,TraesCS7D02G301700
reaction center complex,TraesCS5A02G523300
reaction center complex,TraesCS5D02G220700
reaction center complex,TraesCS6D02G137500
reaction center complex,TraesCS6D02G325700
reaction center complex,TraesCS5A02G420700
reaction center complex,TraesCS5B02G089100
reaction center complex,TraesCS5D02G008000
reaction center complex,TraesCS5D02G107100
reaction center complex,TraesCS5D02G120000
reaction center complex,TraesCS5D02G458200
reaction center complex,TraesCS5D02G471500
reaction center complex,TraesCS6D02G079600
reaction center complex,TraesCS7A02G270400
reaction center complex,TraesCS7B02G091600
reaction center complex,TraesCS7D02G123900
component *(PsbH),TraesCS5D02G009200
component *(PsbH),TraesCS5D02G559700
component *(PsbH),TraesCS6B02G126500
component *(PsbH),TraesCS7A02G095600
component *(PsbH),TraesCS7A02G289800
component *(PsbH),TraesCS7D02G271300
component *(PsbJ),TraesCS5A02G076200
component *(PsbJ),TraesCS5A02G437000
component *(PsbJ),TraesCS5A02G523100
component *(PsbJ),TraesCS5B02G043500
component *(PsbJ),TraesCS5D02G009900
component *(PsbJ),TraesCS5D02G220900
component *(PsbJ),TraesCS6D02G325500
component *(PsbJ),TraesCS7D02G255600
component *(PsbK),TraesCS5A02G420800
component *(PsbK),TraesCS5D02G008100
component *(PsbK),TraesCS5D02G107000
component *(PsbK),TraesCS5D02G119900
component *(PsbK),TraesCS5D02G315100
component *(PsbK),TraesCS5D02G458100
component *(PsbK),TraesCS5D02G473400
component *(PsbK),TraesCS6D02G057600
component *(PsbK),TraesCS6D02G079700
component *(PsbK),TraesCS7B02G091700
component *(PsbL),TraesCS5A02G437100
component *(PsbL),TraesCS5A02G523200
component *(PsbL),TraesCS5B02G380100
component *(PsbL),TraesCS5D02G009800
component *(PsbL),TraesCS5D02G220800
component *(PsbL),TraesCS6D02G325600
component *(PsbM),TraesCS5B02G262100
component *(PsbM),TraesCS5D02G007700
component *(PsbM),TraesCS5D02G458400
component *(PsbR),TraesCS6A02G358100
component *(PsbR),TraesCS6A02G374400
component *(PsbR),TraesCS6B02G390600
component *(PsbR),TraesCS6B02G412100
component *(PsbR),TraesCS6D02G340700
component *(PsbR),TraesCS6D02G358900
component *(PsbTc),TraesCS5D02G221400
component *(PsbTc),TraesCS5D02G559500
component *(PsbTc),TraesCS6B02G037900
component *(PsbTc),TraesCS7A02G289900
component *(PsbTc),TraesCS7B02G046600
component *(PsbTc),TraesCS7B02G109900
component *(PsbTn),TraesCS6A02G086300
component *(PsbTn),TraesCS6B02G115900
component *(PsbY),TraesCS7A02G314100
component *(PsbY),TraesCS7B02G215000
component *(PsbY),TraesCS7D02G311300
component *(PsbZ),TraesCS5A02G486900
component *(PsbZ),TraesCS5D02G007800
component *(PsbZ),TraesCS5D02G458300
assembly factor *(LPA2),TraesCS6A02G082300
assembly factor *(LPA2),TraesCS6B02G109300
assembly factor *(LPA2),TraesCS6D02G075300
assembly factor *(LPA3),TraesCS6A02G046900
assembly factor *(LPA3),TraesCS6B02G063000
assembly factor *(LPA3),TraesCS6D02G054100
assembly factor *(HCF106),TraesCS7A02G342800
assembly factor *(HCF106),TraesCS7B02G240200
assembly factor *(HCF106),TraesCS7D02G336600
assembly factor *(HCF136),TraesCS7A02G560200
assembly factor *(HCF136),TraesCS7B02G486500
assembly factor *(HCF136),TraesCS7D02G549100
HCF244-OHP assembly factor complex,TraesCS7A02G276000
HCF244-OHP assembly factor complex,TraesCS7B02G173700
HCF244-OHP assembly factor complex,TraesCS7D02G275900
HCF244-OHP assembly factor complex,TraesCS6A02G408400
HCF244-OHP assembly factor complex,TraesCS6B02G454500
HCF244-OHP assembly factor complex,TraesCS6D02G392300
regulatory protein *(Psb28),TraesCS5B02G516600
regulatory protein *(Psb28),TraesCS5D02G516700
assembly factor *(RBD1),TraesCS5A02G077900
assembly factor *(RBD1),TraesCS5B02G087800
assembly factor *(RBD1),TraesCS5D02G094000
assembly factor *(LTO1),TraesCS5A02G498500
psbA-translation activator *(HCF173),TraesCS7A02G414600
psbA-translation activator *(HCF173),TraesCS7B02G314500
psbA-translation activator *(HCF173),TraesCS7D02G407700
assembly factor *(PsbN),TraesCS5D02G009300
assembly factor *(PsbN),TraesCS5D02G221500
assembly factor *(PsbN),TraesCS5D02G559600
assembly factor *(PsbN),TraesCS7B02G046500
thioredoxin *(TRX-M),TraesCS5A02G110300
thioredoxin *(TRX-M),TraesCS5B02G111800
thioredoxin *(TRX-M),TraesCS5D02G118500
thioredoxin *(TRX-M),TraesCS7A02G563600
thioredoxin *(TRX-M),TraesCS7D02G547400
LHCII-stabilizing factor *(SEP3),TraesCS6A02G084200
LHCII-stabilizing factor *(SEP3),TraesCS6B02G112800
LHCII-stabilizing factor *(SEP3),TraesCS6D02G077700
protease *(FtsH1/5),TraesCS7A02G547500
FtsH plastidial protease complexes,TraesCS7A02G547500
protease *(FtsH1/5),TraesCS7B02G471600
FtsH plastidial protease complexes,TraesCS7B02G471600
protease *(FtsH1/5),TraesCS7D02G534500
FtsH plastidial protease complexes,TraesCS7D02G534500
protease *(FtsH2/8),TraesCS7A02G188300
FtsH plastidial protease complexes,TraesCS7A02G188300
protease *(FtsH2/8),TraesCS7A02G471000
FtsH plastidial protease complexes,TraesCS7A02G471000
protease *(FtsH2/8),TraesCS7B02G093400
FtsH plastidial protease complexes,TraesCS7B02G093400
protease *(FtsH2/8),TraesCS7B02G373000
FtsH plastidial protease complexes,TraesCS7B02G373000
protease *(FtsH2/8),TraesCS7D02G189400
FtsH plastidial protease complexes,TraesCS7D02G189400
protease *(FtsH2/8),TraesCS7D02G458400
FtsH plastidial protease complexes,TraesCS7D02G458400
stabilizing factor *(ELIP),TraesCS5A02G219000
stabilizing factor *(ELIP),TraesCS5A02G219300
stabilizing factor *(ELIP),TraesCS5A02G219400
stabilizing factor *(ELIP),TraesCS5A02G219500
stabilizing factor *(ELIP),TraesCS5A02G219600
stabilizing factor *(ELIP),TraesCS5A02G219700
stabilizing factor *(ELIP),TraesCS5B02G217900
stabilizing factor *(ELIP),TraesCS5B02G218200
stabilizing factor *(ELIP),TraesCS5B02G218400
stabilizing factor *(ELIP),TraesCS5B02G218500
stabilizing factor *(ELIP),TraesCS5B02G218600
stabilizing factor *(ELIP),TraesCS5D02G226900
stabilizing factor *(ELIP),TraesCS5D02G227000
stabilizing factor *(ELIP),TraesCS5D02G227300
stabilizing factor *(ELIP),TraesCS5D02G227400
stabilizing factor *(ELIP),TraesCS5D02G227500
stabilizing factor *(ELIP),TraesCS5D02G227600
stabilizing factor *(ELIP),TraesCS5D02G227700
stabilizing factor *(ELIP),TraesCS7A02G213700
stabilizing factor *(ELIP),TraesCS7B02G120900
stabilizing factor *(ELIP),TraesCS7D02G215700
assembly factor *(HHL1),TraesCS6A02G212200
assembly factor *(HHL1),TraesCS6B02G242800
assembly factor *(HHL1),TraesCS6D02G195400
assembly factor *(CYP38),TraesCS7A02G286700
assembly factor *(CYP38),TraesCS7B02G199200
assembly factor *(CYP38),TraesCS7D02G283600
non-photochemical quenching (NPQ),TraesCS7A02G315700
non-photochemical quenching (NPQ),TraesCS7A02G501700
non-photochemical quenching (NPQ),TraesCS7B02G216700
non-photochemical quenching (NPQ),TraesCS7B02G409100
non-photochemical quenching (NPQ),TraesCS7D02G312700
non-photochemical quenching (NPQ),TraesCS7D02G312800
non-photochemical quenching (NPQ),TraesCS7D02G489100
non-photochemical quenching (NPQ),TraesCS7A02G286400
non-photochemical quenching (NPQ),TraesCS7B02G196800
non-photochemical quenching (NPQ),TraesCS7D02G283700
non-photochemical quenching (NPQ),TraesCS5A02G174900
non-photochemical quenching (NPQ),TraesCS5B02G174100
non-photochemical quenching (NPQ),TraesCS5D02G181100
non-photochemical quenching (NPQ),TraesCS6B02G093300
thylakoid grana stacking,TraesCS5A02G081900
thylakoid grana stacking,TraesCS5B02G083300
thylakoid grana stacking,TraesCS5B02G084500
thylakoid grana stacking,TraesCS5D02G090700
thylakoid grana stacking,TraesCS5A02G247100
thylakoid grana stacking,TraesCS5B02G244200
thylakoid grana stacking,TraesCS5D02G253600
thylakoid grana stacking,TraesCS6A02G292800
thylakoid grana stacking,TraesCS6A02G314600
thylakoid grana stacking,TraesCS6B02G323200
thylakoid grana stacking,TraesCS6B02G344600
thylakoid grana stacking,TraesCS6D02G273900
thylakoid grana stacking,TraesCS6D02G293900
thylakoid grana stacking,TraesCS7A02G175800
thylakoid grana stacking,TraesCS7A02G206700
thylakoid grana stacking,TraesCS7B02G081000
thylakoid grana stacking,TraesCS7B02G114100
thylakoid grana stacking,TraesCS7D02G177200
thylakoid grana stacking,TraesCS7D02G177300
