LHC-II complex,TraesCS5A02G322500
LHC-II complex,TraesCS5A02G350600
LHC-II complex,TraesCS5A02G454200
LHC-II complex,TraesCS5A02G454300
LHC-II complex,TraesCS5B02G322900
LHC-II complex,TraesCS5B02G353200
LHC-II complex,TraesCS5B02G462800
LHC-II complex,TraesCS5B02G462900
LHC-II complex,TraesCS5B02G463000
LHC-II complex,TraesCS5B02G463100
LHC-II complex,TraesCS5D02G329200
LHC-II complex,TraesCS5D02G357600
LHC-II complex,TraesCS5D02G464700
LHC-II complex,TraesCS5D02G464800
LHC-II complex,TraesCS5D02G464900
LHC-II complex,TraesCS6A02G093700
LHC-II complex,TraesCS6A02G094100
LHC-II complex,TraesCS6A02G094200
LHC-II complex,TraesCS6A02G094300
LHC-II complex,TraesCS6A02G094400
LHC-II complex,TraesCS6A02G094500
LHC-II complex,TraesCS6A02G094600
LHC-II complex,TraesCS6B02G122500
LHC-II complex,TraesCS6B02G122600
LHC-II complex,TraesCS6B02G122800
LHC-II complex,TraesCS6D02G088600
LHC-II complex,TraesCS6D02G088800
LHC-II complex,TraesCS7A02G237100
LHC-II complex,TraesCS7A02G238400
LHC-II complex,TraesCS7A02G276400
LHC-II complex,TraesCS7B02G103300
LHC-II complex,TraesCS7B02G103400
LHC-II complex,TraesCS7D02G199400
LHC-II complex,TraesCS7D02G199500
LHC-II complex,TraesCS7D02G276300
LHC-II complex,TraesCS5A02G177700
LHC-II complex,TraesCS5B02G175000
LHC-II complex,TraesCS5D02G182000
PS-II complex,TraesCS5D02G008300
PS-II complex,TraesCS6D02G079500
PS-II complex,TraesCS5A02G523400
PS-II complex,TraesCS5D02G220600
PS-II complex,TraesCS5D02G564200
PS-II complex,TraesCS6A02G020700
PS-II complex,TraesCS6A02G020800
PS-II complex,TraesCS6B02G232900
PS-II complex,TraesCS6B02G233100
PS-II complex,TraesCS6D02G325800
PS-II complex,TraesCS6D02G374500
PS-II complex,TraesCS7A02G098400
PS-II complex,TraesCS7A02G099600
PS-II complex,TraesCS7A02G388000
PS-II complex,TraesCS7B02G120000
PS-II complex,TraesCS7B02G456700
PS-II complex,TraesCS7B02G458600
PS-II complex,TraesCS7B02G487200
PS-II complex,TraesCS7D02G286100
PS-II complex,TraesCS7D02G301700
PS-II complex,TraesCS5A02G523300
PS-II complex,TraesCS5D02G220700
PS-II complex,TraesCS6D02G137500
PS-II complex,TraesCS6D02G325700
PS-II complex,TraesCS5A02G420700
PS-II complex,TraesCS5B02G089100
PS-II complex,TraesCS5D02G008000
PS-II complex,TraesCS5D02G107100
PS-II complex,TraesCS5D02G120000
PS-II complex,TraesCS5D02G458200
PS-II complex,TraesCS5D02G471500
PS-II complex,TraesCS6D02G079600
PS-II complex,TraesCS7A02G270400
PS-II complex,TraesCS7B02G091600
PS-II complex,TraesCS7D02G123900
PS-II complex,TraesCS5D02G009200
PS-II complex,TraesCS5D02G559700
PS-II complex,TraesCS6B02G126500
PS-II complex,TraesCS7A02G095600
PS-II complex,TraesCS7A02G289800
PS-II complex,TraesCS7D02G271300
PS-II complex,TraesCS5A02G076200
PS-II complex,TraesCS5A02G437000
